,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode
36642,MADISON ,F,01/01/2004,rottweiler,Manhattan,10128.0
36643,HERSHEY,F,10/01/2012,siberian_husky,Brooklyn,11216.0
36644,HAMILTON,M,09/01/2010,komondor,Manhattan,10036.0
36645,GUNTHER,M,07/01/2011,cocker_spaniel,Staten Island,10309.0
36646,BAXTER,M,08/01/2011,yorkshire_terrier,Brooklyn,11213.0
36647,BELLE ,F,04/01/2013,standard_poodle,Brooklyn,11215.0
36648,BELLA ,F,08/01/2010,entlebucher,Staten Island,10306.0
36649,BELLA ,F,07/01/2002,cardigan,Queens,11421.0
36650,LUCY,F,02/01/2014,vizsla,Queens,11101.0
36651,PRINCE ,M,10/01/2014,boxer,Queens,11357.0
36652,PINTO ,M,04/01/2007,cardigan,Bronx,10460.0
36653,MAC,M,10/01/2012,eskimo_dog,Queens,11040.0
36654,MACK ,M,01/01/2006,great_pyrenees,Manhattan,10280.0
36655,THUNDER,M,02/01/2015,papillon,Bronx,10455.0
36656,TEDDY,M,07/01/2015,curly-coated_retriever,Brooklyn,11221.0
36657,TJ,M,06/01/2015,english_setter,Manhattan,10002.0
36658,CHLOE,F,07/01/2015,silky_terrier,Manhattan,10014.0
36659,CHOMPERS,M,07/01/2007,silky_terrier,Manhattan,10019.0
36660,JAX,M,06/01/2015,ibizan_hound,Queens,11356.0
36661,MILO,M,05/01/2015,appenzeller,Brooklyn,11234.0
36662,JUNIOR,M,07/01/2010,brittany_spaniel,Queens,11358.0
36663,JULIE ,F,01/01/2013,cardigan,Manhattan,10025.0
36664,SHEILA,F,08/01/2010,leonberg,Queens,11102.0
36665,RUPERT,M,10/01/2009,irish_wolfhound,Brooklyn,11215.0
36666,HUDSON,M,10/01/2006,vizsla,Manhattan,10025.0
36667,CHANTE,F,09/01/2012,yorkshire_terrier,Manhattan,10025.0
36668,MAX,M,04/01/2014,affenpinscher,Staten Island,10312.0
36669,JAKE,M,05/01/2010,norfolk_terrier,Queens,11360.0
36670,JACOB,M,07/01/2015,samoyed,Brooklyn,11237.0
36671,MELO,M,10/01/2013,greater_swiss_mountain_dog,Queens,11357.0
36672,MICKEY,M,02/01/2007,groenendael,Brooklyn,11232.0
36673,LILBOY,M,07/01/2009,irish_setter,Manhattan,10025.0
36674,NENA,F,04/01/2015,sealyham_terrier,Queens,11368.0
36675,NEVILLE,M,12/01/2014,bouvier_des_flandres,Manhattan,10025.0
36676,DAKOTA ,F,01/01/2005,sealyham_terrier,Staten Island,10304.0
36677,BRAD ,M,04/01/2008,great_dane,Queens,11421.0
36678,BOOTAH,M,05/01/2013,collie,Brooklyn,11235.0
36679,DODGER,M,11/01/2008,great_pyrenees,Bronx,10470.0
36680,LADY ,F,07/01/2014,schipperke,Queens,11101.0
36681,LADY,F,08/01/2010,boston_bull,Staten Island,10306.0
36682,LADYBIRD,F,04/01/2014,bedlington_terrier,Manhattan,10026.0
36683,WHITNEY ,F,03/01/2015,japanese_spaniel,Queens,11379.0
36684,WHITT,M,10/01/2011,komondor,Bronx,10468.0
36685,UNKOWN,M,07/01/2015,chow,Brooklyn,11214.0
36686,ROCKY,M,05/01/2011,bernese_mountain_dog,Queens,11369.0
36687,KING,M,08/01/2015,toy_terrier,Brooklyn,11223.0
36688,AVA ,F,07/01/2015,airedale,Queens,11354.0
36689,CODY,M,03/01/2014,tibetan_mastiff,Queens,11368.0
36690,CAMMI ,F,01/01/2002,silky_terrier,Manhattan,10031.0
36691,SOPHIE,F,03/01/2008,samoyed,Manhattan,10022.0
36692,SNOOKIE,M,10/01/2007,otterhound,Queens,11370.0
36693,SYMBA ,M,04/01/2013,chesapeake_bay_retriever,Brooklyn,11212.0
36694,TARA,F,09/01/2012,toy_terrier,Manhattan,10016.0
36695,PETEY,M,05/01/2015,english_springer,Staten Island,10309.0
36696,PETRA,F,04/01/2011,greater_swiss_mountain_dog,Manhattan,10012.0
36697,SPRING,F,10/01/2010,rottweiler,Manhattan,10065.0
36698,FENDI,F,04/01/2015,labrador_retriever,Brooklyn,11212.0
36699,AMBA,F,09/01/2012,briard,Manhattan,10025.0
36700,LOTHAR,M,07/01/2011,malinois,Staten Island,10309.0
36701,LOUIE,M,01/01/2009,tibetan_mastiff,Bronx,10471.0
36702,LONGFELLOW,M,04/01/2000,appenzeller,Brooklyn,11236.0
36703,LILY,F,02/01/2015,japanese_spaniel,Bronx,10461.0
36704,FRIDAY,F,11/01/2009,japanese_spaniel,Manhattan,10014.0
36705,LOLA ,F,01/01/2000,miniature_pinscher,Manhattan,10014.0
36706,LOUISE,F,06/01/2012,dhole,Brooklyn,11211.0
36707,LOUIE,M,09/01/2012,chihuahua,Bronx,10454.0
36708,FELIX,M,07/01/2015,japanese_spaniel,Manhattan,10014.0
36709,PICKLES,F,06/01/2015,cocker_spaniel,Queens,11414.0
36710,STELLA,F,01/01/2011,ibizan_hound,Queens,11103.0
36711,PEPPA,F,11/01/2012,dingo,Manhattan,10024.0
36712,PECAN,F,10/01/2014,miniature_schnauzer,Staten Island,10314.0
36713,SUNDAE,F,06/01/2010,entlebucher,Staten Island,10308.0
36714,STELLA,F,05/01/2010,pembroke,Queens,11379.0
36715,STELLA,F,08/01/2012,chow,Manhattan,10014.0
36716,SPARKY,M,05/01/2013,toy_terrier,Brooklyn,11233.0
36717,GIZMO ,M,10/01/2014,pomeranian,Brooklyn,11207.0
36718,GRETA,F,08/01/2010,american_staffordshire_terrier,Manhattan,10022.0
36719,OLIVER,M,03/01/2010,samoyed,Manhattan,10038.0
36720,OLIVE,F,07/01/2010,golden_retriever,Manhattan,10023.0
36721,BUFFY ,F,01/01/2001,basset,Queens,11385.0
36722,BUFFY,F,06/01/2009,tibetan_mastiff,Queens,11109.0
36723,GERANIUM,F,09/01/2005,standard_schnauzer,Manhattan,10012.0
36724,GARY,M,10/01/2009,blenheim_spaniel,Brooklyn,11218.0
36725,BANDIT,M,06/01/2010,miniature_pinscher,Bronx,10465.0
36726,BACON,M,11/01/2012,irish_wolfhound,Manhattan,10003.0
36727,ARLO,M,01/01/2015,redbone,Brooklyn,11201.0
36728,KIMCHI,F,08/01/2015,welsh_springer_spaniel,Manhattan,10001.0
36729,KASPER,M,07/01/2010,flat-coated_retriever,Manhattan,10009.0
36730,NAME NOT PROVIDED,M,07/01/2015,sussex_spaniel,Manhattan,10003.0
36731,NAME NOT PROVIDED,F,07/01/2015,miniature_poodle,Queens,11368.0
36732,ROSIE ,F,07/01/2013,bouvier_des_flandres,Manhattan,10025.0
36733,RUBY,F,06/01/2011,irish_terrier,Staten Island,10303.0
36734,WEEZIE,F,12/01/2006,norfolk_terrier,Manhattan,10036.0
36735,LEO,M,01/01/2002,clumber,Manhattan,10027.0
36736,LADY ,F,03/01/2006,appenzeller,Queens,11385.0
36737,DOLORES,F,10/01/2014,old_english_sheepdog,Manhattan,10038.0
36738,BOOTS ,M,11/01/2014,scottish_deerhound,Brooklyn,11211.0
36739,BOSCO,M,04/01/2008,boxer,Manhattan,10012.0
36740,BRADY,M,09/01/2010,border_collie,Manhattan,10003.0
36741,DAISY,F,06/01/2015,shetland_sheepdog,Brooklyn,11221.0
36742,ZEUS,M,06/01/2009,miniature_schnauzer,Brooklyn,11222.0
36743,ZELDA,F,08/01/2012,tibetan_mastiff,Manhattan,10033.0
36744,NIKO,M,09/01/2007,sussex_spaniel,Queens,11102.0
36745,NIGEL,M,04/01/2012,bouvier_des_flandres,Manhattan,10011.0
36746,NOCE,F,01/01/2014,walker_hound,Bronx,10463.0
36747,WINNIE,F,04/01/2012,staffordshire_bullterrier,Staten Island,10309.0
36748,LILLY,F,07/01/2012,mexican_hairless,Brooklyn,11205.0
36749,MAXINE,F,09/01/2009,miniature_pinscher,Manhattan,10036.0
36750,JAKE ,M,11/01/2006,wire-haired_fox_terrier,Queens,11104.0
36751,MAX ,M,02/01/2012,great_pyrenees,Manhattan,10035.0
36752,JAMISON,M,11/01/2013,redbone,Queens,11693.0
36753,CHASE,M,09/01/2013,dhole,Bronx,10455.0
36754,CHARLIE,M,04/01/2015,standard_schnauzer,Queens,11355.0
36755,CHARLEMAGNE,M,10/01/2007,maltese_dog,Manhattan,10010.0
36756,CHI ,M,07/01/2015,pomeranian,Brooklyn,11221.0
36757,INDIE ,F,03/01/2015,standard_schnauzer,Manhattan,10009.0
36758,MICKEY,M,09/01/2014,norwegian_elkhound,Brooklyn,11223.0
36759,SHAGGY,M,10/01/2000,standard_schnauzer,Bronx,10458.0
36760,SHUGI,F,01/01/2009,siberian_husky,Manhattan,10025.0
36761,SCRAPPY ,M,05/01/2015,irish_setter,Bronx,10457.0
36762,MINNIE,F,10/01/2014,irish_setter,Brooklyn,11223.0
36763,CHLOE,F,03/01/2013,old_english_sheepdog,Brooklyn,11205.0
36764,TESSA,F,09/01/2008,bernese_mountain_dog,Manhattan,10025.0
36765,TIGER,F,07/01/2007,gordon_setter,Manhattan,10011.0
36766,PIKACHU,M,10/01/2010,greater_swiss_mountain_dog,Manhattan,10021.0
36767,PITBULL ,M,05/01/2012,blenheim_spaniel,Bronx,10462.0
36768,PRINCESS,F,07/01/2009,eskimo_dog,Bronx,10470.0
36769,ELWOOD ,M,04/01/2007,english_foxhound,Queens,11104.0
36770,BEATRICE,F,02/01/2006,leonberg,Manhattan,10025.0
36771,BECK ,M,01/01/2000,scottish_deerhound,Manhattan,10013.0
36772,BODHI,M,06/01/2010,saluki,Manhattan,10038.0
36773,BONNIE,F,11/01/2012,pomeranian,Bronx,10471.0
36774,GUS,M,02/01/2013,weimaraner,Manhattan,10028.0
36775,HARLEY,F,08/01/2010,labrador_retriever,Manhattan,10005.0
36776,BETTIE ,F,07/01/2015,cairn,Brooklyn,11237.0
36777,HAZEL,F,10/01/2014,weimaraner,Brooklyn,11207.0
36778,MAX,F,01/01/2009,great_dane,Manhattan,10025.0
36779,MASSIMO ,M,01/01/2001,ibizan_hound,Manhattan,10025.0
36780,RASHMI-KAHUR ,F,12/01/2013,bouvier_des_flandres,Queens,11103.0
36781,REGINALD,M,12/01/2014,irish_wolfhound,Bronx,10465.0
36782,RILEY,M,09/01/2013,japanese_spaniel,Queens,11426.0
36783,TURKEY,F,11/01/2007,scottish_deerhound,Brooklyn,11217.0
36784,TWINKLE,M,12/01/2014,lhasa,Queens,11101.0
36785,TYSON,M,12/01/2007,english_springer,Staten Island,10306.0
36786,UMGI ,F,09/01/2009,dandie_dinmont,Brooklyn,11206.0
36787,RILEY ,M,01/01/2006,whippet,Staten Island,10304.0
36788,RILEY,M,08/01/2007,appenzeller,Queens,11423.0
36789,ROCCO,M,06/01/2010,miniature_schnauzer,Queens,11417.0
36790,TRIPP,M,12/01/2012,bluetick,Manhattan,10002.0
36791,TROUBLE ,M,05/01/2013,tibetan_terrier,Brooklyn,11226.0
36792,RAY-RAY,F,12/01/2012,afghan_hound,Brooklyn,11249.0
36793,MAX,M,01/01/2005,german_short-haired_pointer,Manhattan,10021.0
36794,MAX,M,10/01/2010,miniature_schnauzer,Brooklyn,11204.0
36795,RAFI ,M,11/01/2014,bluetick,Queens,11372.0
36796,RAISIN,F,01/01/2004,irish_setter,Brooklyn,11217.0
36797,MAIDE ,F,02/01/2009,irish_water_spaniel,Bronx,10469.0
36798,MARCELLO ,M,06/01/2011,kelpie,Bronx,10472.0
36799,HIRO,M,06/01/2013,bull_mastiff,Manhattan,10019.0
36800,MAGGIE ,F,01/01/2003,bouvier_des_flandres,QUEENS,11379.0
36801,MADISON,F,03/01/2015,miniature_pinscher,Manhattan,10003.0
36802,HENRY,M,04/01/2013,japanese_spaniel,Manhattan,10012.0
36803,HENRY ,M,06/01/2012,shetland_sheepdog,Brooklyn,11229.0
36804,HENRIE ,M,06/01/2014,leonberg,Manhattan,10075.0
36805,BILLY,M,06/01/2004,pomeranian,Staten Island,10303.0
36806,BILL,M,10/01/2000,afghan_hound,Brooklyn,11221.0
36807,BLACK ,M,01/01/2002,great_dane,Staten Island,10308.0
36808,BENTLEY ,M,08/01/2013,golden_retriever,Queens,11420.0
36809,BENTLEY,M,06/01/2013,schipperke,Manhattan,10011.0
36810,BERNIE,M,01/01/2004,bull_mastiff,Manhattan,10025.0
36811,HARLEY,M,09/01/2012,miniature_schnauzer,Manhattan,10028.0
36812,BONE,M,12/01/2010,entlebucher,Bronx,10457.0
36813,DUNKIN,M,01/01/2010,afghan_hound,Bronx,10474.0
36814,DUKE,M,01/01/2003,cairn,Queens,11373.0
36815,BELLA ,F,07/01/2010,eskimo_dog,Queens,11103.0
36816,BELLA,F,09/01/2007,bull_mastiff,Queens,11364.0
36817,BEA,F,08/01/2011,staffordshire_bullterrier,Brooklyn,11217.0
36818,BELLA,F,03/01/2007,blenheim_spaniel,Queens,11109.0
36819,LUCKY ,M,11/01/2012,border_terrier,Brooklyn,11208.0
36820,ERNIE,M,11/01/2013,chow,Queens,11374.0
36821,EINSTEIN ,M,01/01/2005,miniature_schnauzer,Manhattan,10025.0
36822,EBONY,M,10/01/2001,toy_terrier,Brooklyn,11216.0
36823,ELOISE,F,08/01/2014,basenji,Queens,11372.0
36824,PRECIOUS ,F,08/01/2006,samoyed,Brooklyn,11212.0
36825,PRINCESS,F,07/01/2015,siberian_husky,Queens,11432.0
36826,POOCHIE,M,04/01/2015,lhasa,Manhattan,10024.0
36827,POOH,F,07/01/2015,maltese_dog,Brooklyn,11233.0
36828,POUNCER,M,03/01/2012,bluetick,Manhattan,10029.0
36829,PORSCHA,F,05/01/2007,english_foxhound,Brooklyn,11205.0
36830,PRECIOUS ,F,10/01/2014,basset,Brooklyn,11223.0
36831,MADDY,F,12/01/2005,afghan_hound,Manhattan,10040.0
36832,LYLA,F,09/01/2008,french_bulldog,Queens,11414.0
36833,TILLIE ,F,01/01/2007,german_short-haired_pointer,Manhattan,10028.0
36834,TOBY,M,10/01/2011,norwich_terrier,Manhattan,10005.0
36835,TIFFANY,F,01/01/2006,blenheim_spaniel,Staten Island,10309.0
36836,TERRA,F,05/01/2012,chow,Brooklyn,11205.0
36837,TEEDIE,F,01/01/2012,ibizan_hound,Brooklyn,11201.0
36838,CHUCKY,M,06/01/2004,pomeranian,Manhattan,10027.0
36839,CJ,M,01/01/2015,irish_water_spaniel,Staten Island,10306.0
36840,CHOCOLATE,F,01/01/2007,leonberg,Staten Island,10310.0
36841,CHOCOLATTE ,F,11/01/2008,flat-coated_retriever,Brooklyn,11226.0
36842,CHIP,M,08/01/2011,sussex_spaniel,Manhattan,10022.0
36843,CHLOE,F,10/01/2010,african_hunting_dog,Brooklyn,11228.0
36844,JAX ,M,01/01/2003,kelpie,Staten Island,10305.0
36845,JAX,M,08/01/2013,staffordshire_bullterrier,BRONX,10460.0
36846,JARVIS,M,12/01/2009,standard_poodle,Brooklyn,11207.0
36847,JANINA ,F,05/01/2006,bouvier_des_flandres,Brooklyn,11211.0
36848,JUNO,F,03/01/2013,border_terrier,Brooklyn,11206.0
36849,JOHNNY,M,01/01/2012,english_setter,Staten Island,10310.0
36850,MIMOSA,F,01/01/1999,french_bulldog,Queens,11372.0
36851,SCOUT,F,12/01/2012,gordon_setter,Manhattan,10003.0
36852,SHEP,M,01/01/2004,wire-haired_fox_terrier,Brooklyn,11231.0
36853,SAMSON ,M,04/01/2009,bloodhound,Manhattan,10128.0
36854,SALLY ,F,05/01/2003,great_pyrenees,Queens,11105.0
36855,RUSTY ,M,10/01/2011,boston_bull,Queens,11429.0
36856,SABLE,F,12/01/2009,japanese_spaniel,Bronx,10461.0
36857,RUSKY ,M,01/01/1999,whippet,Bronx,10473.0
36858,HONEY ,F,02/01/2006,blenheim_spaniel,Brooklyn,11228.0
36859,CHERI,F,11/01/2005,cairn,Queens,11414.0
36860,CHASE,M,06/01/2000,brabancon_griffon,Queens,11373.0
36861,MAX,M,03/01/2014,redbone,Queens,11368.0
36862,JAKE,M,01/01/2006,pembroke,Queens,11418.0
36863,JAKE ,M,11/01/2011,brabancon_griffon,Brooklyn,11212.0
36864,MIA,F,07/01/2014,rhodesian_ridgeback,Bronx,10465.0
36865,MICHAEL,M,04/01/2013,silky_terrier,Queens,11694.0
36866,MEIMEI,F,11/01/2010,saint_bernard,Queens,11365.0
36867,MERCURY,M,08/01/2011,komondor,Staten Island,10305.0
36868,MAXI ,M,07/01/2005,clumber,Brooklyn,11228.0
36869,LILI,F,11/01/2002,redbone,Queens,11372.0
36870,NASH,M,06/01/2011,great_dane,Brooklyn,11215.0
36871,NENA,F,02/01/2004,malamute,Brooklyn,11215.0
36872,NORMAN,M,02/01/2012,affenpinscher,Staten Island,10301.0
36873,WITTY,M,06/01/2015,great_pyrenees,Bronx,10463.0
36874,WINSTON,M,07/01/2012,groenendael,Manhattan,10014.0
36875,WYLIE,M,07/01/2013,redbone,Manhattan,10001.0
36876,NINA,F,01/01/2002,whippet,Queens,11366.0
36877,ZEUS,M,02/01/2008,border_collie,Queens,11370.0
36878,BUDDY ,M,01/01/1999,chow,Brooklyn,11221.0
36879,DAISY,F,08/01/2012,sussex_spaniel,Manhattan,10013.0
36880,BRUNO ,M,11/01/2011,staffordshire_bullterrier,Bronx,10469.0
36881,DELILAH,F,01/01/2006,kelpie,Staten Island,10312.0
36882,BRUCE ,M,07/01/2011,entlebucher,Bronx,10455.0
36883,LADY ,F,11/01/2006,miniature_pinscher,Manhattan,10016.0
36884,LADY,F,01/01/2005,scottish_deerhound,Queens,11364.0
36885,DITA,F,11/01/2007,samoyed,Queens,11422.0
36886,DEXTER,M,01/01/2005,silky_terrier,Staten Island,10312.0
36887,DINO,M,06/01/2011,pug,Bronx,10454.0
36888,DIESEL,M,11/01/2011,greater_swiss_mountain_dog,Bronx,10473.0
36889,LAMBEAU,M,05/01/2012,blenheim_spaniel,Brooklyn,11215.0
36890,WES,M,09/01/2012,german_short-haired_pointer,Bronx,10455.0
36891,UNKNOWN,M,08/01/2015,american_staffordshire_terrier,Queens,11355.0
36892,UNKNOWN,M,10/01/2013,german_shepherd,Brooklyn,11215.0
36893,ROXIE,F,11/01/2011,shih-tzu,Bronx,10465.0
36894,ROSIE,F,06/01/2011,african_hunting_dog,Manhattan,10023.0
36895,RUBY ,F,01/01/2005,west_highland_white_terrier,Queens,11694.0
36896,ROSCOE ,M,01/01/2006,kuvasz,Queens,11105.0
36897,KOKO,F,07/01/2015,norfolk_terrier,Manhattan,10032.0
36898,KUMA,M,01/01/2006,curly-coated_retriever,Brooklyn,11211.0
36899,MURPHY ,M,01/01/2002,german_shepherd,Queens,11379.0
36900,NACHO,M,06/01/2014,papillon,Manhattan,10011.0
36901,ROCKY ,F,01/01/2004,border_collie,Queens,11355.0
36902,KANO,M,05/01/2010,welsh_springer_spaniel,Staten Island,10308.0
36903,DAISY,F,01/01/2001,bedlington_terrier,QUEENS,11417.0
36904,CUP ,F,01/01/2005,english_springer,Queens,11357.0
36905,COOPER ,M,07/01/2015,japanese_spaniel,Manhattan,10011.0
36906,KODI,M,07/01/2005,pembroke,Brooklyn,11221.0
36907,KING ,M,06/01/2015,dingo,Staten Island,10310.0
36908,ARRY ,M,01/01/2003,bloodhound,Manhattan,10075.0
36909,ARES,M,06/01/2013,newfoundland,Brooklyn,11218.0
36910,AUGUSTUS ,M,12/01/2006,afghan_hound,Manhattan,10024.0
36911,BAILEY,F,03/01/2009,basenji,Brooklyn,11238.0
36912,BAGELS,F,08/01/2015,pomeranian,Brooklyn,11221.0
36913,BARBIE,F,10/01/2013,kelpie,Brooklyn,11207.0
36914,COLLINS,M,01/01/2007,bluetick,Queens,11379.0
36915,FIBONACCI,F,09/01/2011,saluki,Bronx,10475.0
36916,CONAN ,M,07/01/2008,shetland_sheepdog,Bronx,10467.0
36917,CASHEW,M,11/01/2008,schipperke,Bronx,10454.0
36918,GENIE ,F,01/01/2002,staffordshire_bullterrier,Manhattan,10024.0
36919,BUSTER,M,01/01/2009,kuvasz,Queens,11354.0
36920,BUDDY,M,07/01/2008,basset,Brooklyn,11209.0
36921,CADY ,F,01/01/2012,scottish_deerhound,Brooklyn,11238.0
36922,OTTO,M,04/01/2015,samoyed,Manhattan,10011.0
36923,OREO,M,10/01/2005,miniature_poodle,Queens,11357.0
36924,OLIVER ,M,02/01/2010,siberian_husky,Manhattan,10038.0
36925,ODI,F,04/01/2003,shetland_sheepdog,Brooklyn,11230.0
36926,GIUSEPPE,M,06/01/2015,english_springer,Manhattan,10038.0
36927,SONNY,M,07/01/2014,basenji,Staten Island,10312.0
36928,SOFIE,F,07/01/2009,kuvasz,Brooklyn,11201.0
36929,SPARKY,M,03/01/2009,rhodesian_ridgeback,Brooklyn,11221.0
36930,SNOWY ,M,01/01/2003,entlebucher,Bronx,10465.0
36931,SNOWFLAKE,F,04/01/2014,scottish_deerhound,Queens,11413.0
36932,PANCAKES,F,01/01/2009,afghan_hound,Queens,11101.0
36933,SUEFLAE,F,02/01/2000,pembroke,Queens,11102.0
36934,TAMARA,F,02/01/2015,blenheim_spaniel,Brooklyn,11221.0
36935,TANK ,M,01/01/2015,staffordshire_bullterrier,Bronx,10453.0
36936,SUNSHINE,F,09/01/2013,chow,Brooklyn,11201.0
36937,PARIS ,F,01/01/2005,siberian_husky,Bronx,10473.0
36938,PEACHES,F,01/01/2000,border_terrier,Staten Island,10314.0
36939,PEBBLES ,F,05/01/2002,black-and-tan_coonhound,Brooklyn,11204.0
36940,PELHAM,M,01/01/2008,shih-tzu,Bronx,10465.0
36941,PENELOPE ,F,07/01/2015,lhasa,Manhattan,10010.0
36942,PHOENIX,F,08/01/2005,dingo,Queens,11103.0
36943,AMBERDEE ,F,04/01/2004,african_hunting_dog,Bronx,10460.0
36944,ALVIN,M,07/01/2015,doberman,Manhattan,10023.0
36945,ACE,M,07/01/2013,keeshond,Queens,11374.0
36946,LOLA,F,05/01/2009,mexican_hairless,Queens,11379.0
36947,LORD ,M,12/01/2006,australian_terrier,Manhattan,10016.0
36948,LONDON,F,06/01/2012,miniature_poodle,Manhattan,10012.0
36949,LORNA,F,03/01/2012,french_bulldog,Staten Island,10314.0
36950,LION-O,M,04/01/2009,weimaraner,Brooklyn,11218.0
36951,LIZA,F,03/01/2012,walker_hound,Staten Island,10314.0
36952,LOGAN,M,09/01/2014,sussex_spaniel,Brooklyn,11206.0
36953,LOLA ,F,01/01/2005,whippet,Manhattan,10024.0
36954,LOLA,F,01/01/2005,irish_wolfhound,Manhattan,10022.0
36955,FRED ,M,01/01/2005,great_pyrenees,Bronx,10467.0
36956,FRANKIE ,M,08/01/2004,great_dane,Brooklyn,11214.0
36957,FRANKIE,M,07/01/2015,appenzeller,Brooklyn,11235.0
36958,LILY,F,12/01/2014,afghan_hound,Manhattan,10032.0
36959,GARBANZO ,F,05/01/2001,entlebucher,Manhattan,10025.0
36960,LINDA ,F,04/01/2012,tibetan_mastiff,Bronx,10462.0
36961,LITTLE ,M,10/01/2013,border_collie,Manhattan,10025.0
36962,LOTTIE,F,04/01/2013,great_dane,Brooklyn,11230.0
36963,LOLA,F,06/01/2011,chesapeake_bay_retriever,Brooklyn,11224.0
36964,FLAG,F,01/01/1999,african_hunting_dog,Brooklyn,11201.0
36965,ANNE ,F,01/01/2001,chihuahua,QUEENS,11360.0
36966,ABIGAIL,M,07/01/2015,papillon,Brooklyn,11219.0
36967,AKELA,F,07/01/2015,german_shepherd,Queens,11361.0
36968,AMBAR,F,05/01/2008,curly-coated_retriever,Manhattan,10033.0
36969,ANGEL ,F,01/01/2004,afghan_hound,Queens,11417.0
36970,PEPPER,M,07/01/2008,german_shepherd,Queens,11106.0
36971,PETEY,M,06/01/2010,irish_terrier,Queens,11411.0
36972,PERLITA ,F,01/01/2003,pomeranian,Queens,11372.0
36973,PEE-NUT ,F,01/01/2004,great_dane,Brooklyn,11218.0
36974,PEANUT,M,01/01/2013,weimaraner,Brooklyn,11209.0
36975,LUCKY ,M,01/01/2006,beagle,Brooklyn,11203.0
36976,LUCA,M,05/01/2009,miniature_schnauzer,Manhattan,10025.0
36977,TACO,F,10/01/2005,siberian_husky,Manhattan,10128.0
36978,TACO,M,08/01/2015,kelpie,Manhattan,10025.0
36979,STITCH,M,07/01/2014,norwegian_elkhound,Brooklyn,11223.0
36980,STORM ,F,01/01/2000,african_hunting_dog,STATEN IS,10310.0
36981,GASPER,M,07/01/2015,brabancon_griffon,Queens,11374.0
36982,SUGARPOP,F,10/01/2010,saint_bernard,Bronx,10457.0
36983,SULLY,M,12/01/2014,saint_bernard,Manhattan,10027.0
36984,SMILEY,F,09/01/2003,eskimo_dog,Manhattan,10038.0
36985,SNOW,F,08/01/2015,maltese_dog,Staten Island,10314.0
36986,SNOOPY,M,01/01/2002,english_foxhound,Queens,11427.0
36987,SOCKIE,M,10/01/2009,cairn,Brooklyn,11237.0
36988,SPARKY,M,08/01/2007,tibetan_terrier,Brooklyn,11205.0
36989,SPANKY ,M,07/01/2002,great_pyrenees,Brooklyn,11231.0
36990,SOPHIA ,F,01/01/2001,dhole,BROOKLYN,11209.0
36991,SOOKIE,F,02/01/2009,norwich_terrier,Queens,11374.0
36992,GIZMO,M,06/01/2015,maltese_dog,Manhattan,10128.0
36993,GOLDIE,F,01/01/2007,beagle,Queens,11103.0
36994,GLEN ,M,10/01/2011,bluetick,Brooklyn,11208.0
36995,OAKLEY,M,10/01/2014,irish_terrier,Bronx,10462.0
36996,GUINNESS,F,04/01/2014,vizsla,Queens,11102.0
36997,GUINNESS,M,12/01/2008,toy_terrier,Brooklyn,11230.0
36998,OLLIE,M,08/01/2015,cairn,Manhattan,10001.0
36999,OLLIE,M,04/01/2012,great_dane,Queens,11106.0
37000,ORLANDO,M,10/01/2009,silky_terrier,Queens,11420.0
37001,OTTER,F,10/01/2012,english_springer,Staten Island,10306.0
37002,OSO ,M,03/01/2008,old_english_sheepdog,Manhattan,10027.0
37003,CALYPSO,F,12/01/2009,airedale,Manhattan,10005.0
37004,CALEB,M,01/01/2001,irish_setter,Queens,11385.0
37005,CACIQUE ,M,10/01/1999,boston_bull,Queens,11421.0
37006,BUDDY ,M,06/01/2004,great_dane,Staten Island,10305.0
37007,BUSTER,M,03/01/2014,border_terrier,Queens,11377.0
37008,GEORGE,M,07/01/2001,bernese_mountain_dog,Queens,11419.0
37009,GEORGE,M,05/01/2013,border_collie,Brooklyn,11218.0
37010,GINGER ,F,01/01/2015,rottweiler,Bronx,10469.0
37011,GASTON,M,07/01/2015,labrador_retriever,Queens,11361.0
37012,COLUMBO ,M,10/01/2002,rottweiler,Staten Island,10309.0
37013,COCO,M,09/01/2010,borzoi,Bronx,10467.0
37014,COCOA,F,01/01/2014,newfoundland,Manhattan,10036.0
37015,BARLEY,F,05/01/2010,great_pyrenees,Manhattan,10013.0
37016,BANDIT ,M,01/01/2006,whippet,NEW YORK,10028.0
37017,BAM ,M,02/01/2012,yorkshire_terrier,Queens,11102.0
37018,AXL,M,07/01/2015,beagle,Manhattan,10025.0
37019,ASTER,F,07/01/2015,redbone,Manhattan,10034.0
37020,KAYA ,F,06/01/2015,doberman,Manhattan,10011.0
37021,KENJI,M,01/01/2011,irish_setter,Manhattan,10028.0
37022,CREAMY,F,06/01/2015,whippet,Queens,11373.0
37023,CREAM ,F,01/01/2000,irish_terrier,Manhattan,10025.0
37024,COURTNEY,F,01/01/2003,maltese_dog,Brooklyn,11220.0
37025,COTTON,F,01/01/2002,german_short-haired_pointer,Manhattan,10040.0
37026,CROUTON ,M,05/01/2001,kelpie,Manhattan,10025.0
37027,DAISY ,F,01/01/2005,german_shepherd,Queens,11104.0
37028,DAISY ,F,02/01/2001,samoyed,Staten Island,10314.0
37029,KANYE,M,09/01/2011,greater_swiss_mountain_dog,Bronx,10461.0
37030,ROCKY,M,07/01/2015,leonberg,Manhattan,10033.0
